Date,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100,THB100,PHP100,TWD100,KRW100,IDR100,SAR100,SDR,CNY,BND,VND100,KHR100,NZD,MMK100,INR100,AED100,PKR100,NPR100,EGP
29/02/2016,4.2195,5.8453,4.6094,3.7227,4.2301,3.0089,3.117,2.9954,54.2589,11.8127,8.872,12.6579,0.3406,0.0315,112.511,5.8588,0.6444,2.9953,0.0189,0.1048,2.7735,0.3439,6.1415,114.8757,4.0282,3.8384,0.5389
01/03/2016,4.194,5.8466,4.5633,3.7268,4.2045,2.9916,3.0998,2.9875,53.9539,11.7776,8.849,12.6504,0.3394,0.0314,111.8356,5.7932,0.6412,2.9874,0.0188,0.1041,2.768,0.3418,6.139,114.1815,4.0038,3.837,0.5356
02/03/2016,4.162,5.8064,4.5195,3.6547,4.1701,3.0064,3.1004,2.967,53.5264,11.6959,8.8066,12.5665,0.3369,0.0313,110.9793,5.7524,0.6353,2.9671,0.0187,0.1033,2.7579,0.3384,6.1486,113.3149,3.9695,3.8429,0.5315
03/03/2016,4.143,5.8329,4.4981,3.6353,4.1513,3.0244,3.0863,2.9717,53.2893,11.668,8.791,12.5565,0.3399,0.0312,110.4727,5.7185,0.6331,2.9718,0.0186,0.1029,2.765,0.3376,6.1492,112.7961,3.9495,3.8432,0.5291
04/03/2016,4.129,5.846,4.5192,3.6324,4.1613,3.0414,3.0772,2.9838,53.1557,11.6606,8.7945,12.577,0.3417,0.0315,110.0993,5.708,0.6336,2.9838,0.0185,0.1026,2.7875,0.3373,6.1341,112.4119,3.9418,3.8339,0.5273
07/03/2016,4.097,5.8214,4.5022,3.6038,4.119,3.0373,3.0702,2.9697,52.7682,11.5506,8.7487,12.5176,0.341,0.0314,109.2504,5.6867,0.6291,2.9697,0.0184,0.1021,2.7851,0.3353,6.1101,111.5407,3.9109,3.8042,0.5232
08/03/2016,4.1045,5.8493,4.5223,3.6325,4.1295,3.0486,3.0801,2.9651,52.8447,11.584,8.7395,12.5137,0.34,0.0313,109.4519,5.6924,0.6308,2.9655,0.0184,0.1022,2.7794,0.337,6.1018,111.7449,3.924,3.8136,0.5242
09/03/2016,4.1355,5.8633,4.5375,3.6703,4.1425,3.0694,3.0761,2.9795,53.2483,11.6987,8.8022,12.5585,0.34,0.0315,110.2727,5.7519,0.6348,2.9793,0.0185,0.103,2.7824,0.3409,6.1269,112.5888,3.95,3.8296,0.5282
10/03/2016,4.1195,5.8482,4.5201,3.6211,4.1269,3.0814,3.102,2.9787,53.0607,11.6733,8.8137,12.5061,0.3413,0.0314,109.846,5.7243,0.6323,2.9787,0.0185,0.1025,2.7329,0.3407,6.1316,112.1532,3.9338,3.8325,0.5261
11/03/2016,4.105,5.8595,4.5841,3.6172,4.1654,3.0742,3.0889,2.9837,52.8807,11.6885,8.7977,12.5172,0.3434,0.0314,109.4506,5.6995,0.6325,2.9837,0.0184,0.1021,2.7475,0.3395,6.1177,111.7646,3.923,3.8236,0.5243
14/03/2016,4.092,5.8845,4.5656,3.5937,4.1602,3.1034,3.0946,2.9808,52.7255,11.6706,8.8104,12.5165,0.3455,0.0314,109.1142,5.7076,0.6302,2.9808,0.0184,0.1018,2.7621,0.3385,6.1136,111.4045,3.9081,3.8212,0.5226
15/03/2016,4.1175,5.8786,4.5745,3.6276,4.1747,3.0865,3.098,2.9894,53.0513,11.7283,8.8226,12.5541,0.3464,0.0315,109.7927,5.746,0.6329,2.9898,0.0185,0.1027,2.746,0.3408,6.1263,112.1018,3.9323,3.8289,0.4601
16/03/2016,4.1355,5.8439,4.5908,3.6463,4.1876,3.0832,3.0954,2.9958,53.286,11.798,8.8408,12.5986,0.3465,0.0314,110.2727,5.7638,0.6342,2.9957,0.0185,0.103,2.7294,0.3423,6.1353,112.5888,3.9499,3.8345,0.4621
17/03/2016,4.083,5.8217,4.5819,3.6295,4.1761,3.1059,3.1189,2.9922,52.6221,11.7361,8.7929,12.5419,0.348,0.0311,108.8728,5.6843,0.6283,2.9805,0.0183,0.1016,2.7648,0.338,6.1059,111.1656,3.9016,3.8162,0.4598
18/03/2016,4.0575,5.8663,4.5927,3.6474,4.1971,3.1056,3.1245,2.996,52.314,11.6361,8.7616,12.4923,0.3493,0.031,108.1942,5.7121,0.6276,2.9958,0.0182,0.101,2.7749,0.3359,6.0914,110.4713,3.8752,3.8072,0.4569
21/03/2016,4.071,5.8806,4.5888,3.6552,4.1986,3.0879,3.1181,2.994,52.4996,11.6581,8.7633,12.5648,0.3497,0.0309,108.5542,5.7244,0.6278,2.9938,0.0183,0.1014,2.7528,0.337,6.1202,110.8328,3.8881,3.825,0.4584
22/03/2016,4.0435,5.8133,4.5526,3.6149,4.1731,3.0688,3.093,2.9712,52.148,11.5826,8.7389,12.4672,0.3488,0.0307,107.8181,5.6816,0.6228,2.9712,0.0181,0.101,2.7372,0.335,6.07,110.0901,3.862,3.794,0.4554
23/03/2016,3.982,5.6552,4.4642,3.5448,4.0883,3.0361,3.0463,2.9233,51.3412,11.3837,8.5958,12.2826,0.3437,0.0302,106.1867,5.581,0.6134,2.9228,0.0178,0.0991,2.6827,0.3302,5.9624,108.4142,3.8014,3.7265,0.4484
24/03/2016,4.027,5.6765,4.501,3.573,4.1273,3.0205,3.0443,2.9419,51.8993,11.4092,8.6686,12.352,0.3453,0.0304,107.3781,5.6304,0.6186,2.9418,0.018,0.1001,2.6973,0.3339,6.0202,109.6409,3.846,3.7619,0.4535
25/03/2016,4.047,5.7127,4.5165,3.5775,4.1372,3.0417,3.0527,2.9476,52.1537,11.4618,8.7211,12.4104,0.3454,0.0305,107.9114,5.6488,0.6207,2.9478,0.0181,0.1012,2.707,0.3356,6.0538,110.1854,3.8622,3.7806,0.4557
28/03/2016,4.0375,5.707,4.5069,3.5538,4.1309,3.0342,3.0464,2.9429,52.037,11.4118,8.6851,12.3596,0.3454,0.0303,107.6638,5.6368,0.6198,2.9428,0.0181,0.1004,2.6995,0.3342,6.0451,109.9178,3.8526,3.7784,0.4511
29/03/2016,4.0025,5.6992,4.481,3.525,4.1079,3.0273,3.0344,2.9235,51.5962,11.3166,8.641,12.2682,0.3439,0.0299,106.7177,5.5999,0.6149,2.9235,0.0179,0.0995,2.7025,0.3319,6.0138,108.9724,3.8219,3.7586,0.4507
30/03/2016,3.959,5.6913,4.4697,3.5193,4.0952,3.0187,3.0276,2.9194,51.0516,11.2185,8.5804,12.221,0.3429,0.0296,105.5593,5.5378,0.6104,2.9192,0.0178,0.0984,2.7109,0.3283,5.9619,107.7924,3.7784,3.7261,0.4458
31/03/2016,3.922,5.6234,4.4377,3.4892,4.0607,3.0009,3.0158,2.9023,50.58,11.1341,8.5233,12.1802,0.3427,0.0295,104.5714,5.5167,0.6064,2.9024,0.0176,0.0974,2.7066,0.3252,5.9146,106.7807,3.7458,3.6967,0.4417
01/04/2016,3.901,5.5905,4.4386,3.4736,4.061,2.9835,2.992,2.8879,50.3063,11.0982,8.4602,12.0733,0.3386,0.0296,104.0087,5.4958,0.6034,2.8875,0.0175,0.0968,2.6909,0.3235,5.8794,106.2089,3.7239,3.675,0.4393
04/04/2016,3.88,5.5179,4.4182,3.4812,4.0474,2.961,2.9755,2.8724,50.0355,11.0353,8.4288,12.0143,0.3377,0.0295,103.4556,5.4674,0.5989,2.8728,0.0174,0.0963,2.6667,0.3217,5.848,105.6386,3.7037,3.655,0.4369
05/04/2016,3.9205,5.594,4.4678,3.5366,4.0905,2.9698,2.9934,2.8925,50.5509,11.0843,8.4914,12.1171,0.3395,0.0297,104.5425,5.5161,0.606,2.8925,0.0176,0.0973,2.6706,0.3267,5.9218,106.7355,3.7409,3.701,0.4415
06/04/2016,3.914,5.5428,4.4492,3.5435,4.0879,2.9604,2.9821,2.8892,50.456,11.0847,8.4691,12.0509,0.3392,0.0296,104.3636,5.5103,0.6043,2.889,0.0176,0.0971,2.6658,0.3275,5.8879,106.5585,3.7383,3.68,0.4408
07/04/2016,3.905,5.51,4.4505,3.5732,4.0862,2.9666,2.9858,2.8913,50.3452,11.0812,8.4625,12.0488,0.3378,0.0296,104.132,5.4902,0.6034,2.8913,0.0175,0.0968,2.662,0.3293,5.8715,106.3135,3.7297,3.6698,0.4398
08/04/2016,3.935,5.5354,4.4731,3.6219,4.1142,2.9636,3.0024,2.9118,50.73,11.1917,8.5242,12.123,0.3406,0.0299,104.9264,5.5445,0.6073,2.9122,0.0177,0.0973,2.6691,0.3329,5.9014,107.1361,3.7584,3.6998,0.4431
11/04/2016,3.8807,5.4834,4.4287,3.5971,4.0747,2.9338,2.9888,2.8821,50.0245,11.0687,8.4212,11.9845,0.3383,0.0296,103.4853,5.4653,0.6002,2.8821,0.0174,0.0963,2.6443,0.3311,5.8457,105.6519,3.7065,3.6536,0.437
12/04/2016,3.892,5.5399,4.439,3.5987,4.0767,2.969,3.0159,2.8923,50.1805,11.1065,8.448,12.025,0.3404,0.0297,103.7826,5.4942,0.6018,2.8922,0.0175,0.0966,2.6789,0.3321,5.8579,105.961,3.7138,3.6611,0.4383
13/04/2016,3.865,5.5142,4.3937,3.5509,4.0391,2.9755,3.0289,2.8723,49.8375,11.0318,8.4095,11.953,0.338,0.0295,103.0653,5.4623,0.598,2.8723,0.0173,0.0957,2.6835,0.3298,5.823,105.2259,3.6898,3.6394,0.4353
14/04/2016,3.9035,5.5195,4.3977,3.5686,4.038,2.9836,3.0355,2.8644,50.3161,11.1417,8.44,12.0497,0.3383,0.0295,104.0947,5.4924,0.6021,2.8639,0.0175,0.0975,2.6694,0.3331,5.8608,106.2741,3.7265,3.6619,0.4396
15/04/2016,3.9055,5.5288,4.3984,3.5623,4.0367,3.0053,3.0478,2.8681,50.3481,11.1474,8.4617,12.0663,0.3395,0.0297,104.1453,5.4834,0.6021,2.8681,0.0175,0.0969,2.6862,0.3332,5.863,106.2837,3.7284,3.6586,0.4398
18/04/2016,3.934,5.5733,4.4389,3.6411,4.0666,3.0197,3.0387,2.8987,50.7263,11.2176,8.5207,12.1458,0.3419,0.0298,104.8983,5.5296,0.6071,2.8988,0.0176,0.0976,2.7213,0.3357,5.9014,107.103,3.7579,3.6884,0.443
19/04/2016,3.8955,5.5758,4.4107,3.5711,4.0435,3.0307,3.051,2.8906,50.2276,11.1515,8.4515,12.0817,0.3424,0.0296,103.8759,5.4827,0.6017,2.8905,0.0175,0.0967,2.7257,0.3324,5.8637,106.0548,3.7187,3.651,0.4387
20/04/2016,3.874,5.5673,4.402,3.5563,4.0293,3.0136,3.0455,2.8873,49.9475,11.1035,8.3971,12.0165,0.3417,0.0295,103.2998,5.4608,0.5992,2.8874,0.0174,0.096,2.7161,0.3305,5.8431,105.4695,3.6966,3.6521,0.4363
21/04/2016,3.881,5.5665,4.3838,3.5335,3.9955,3.0318,3.0714,2.8866,50.0338,11.0631,8.3732,12.0285,0.3423,0.0295,103.4892,5.477,0.5991,2.8861,0.0174,0.096,2.707,0.3314,5.8577,105.6601,3.708,3.661,0.4371
22/04/2016,3.9035,5.5988,4.4113,3.5689,4.0089,3.0229,3.0698,2.8948,50.3161,11.1427,8.3843,12.0765,0.3415,0.0296,104.0836,5.4974,0.602,2.8949,0.0175,0.0963,2.6993,0.3336,5.8642,106.2726,3.7265,3.6651,0.4396
25/04/2016,3.9135,5.6503,4.4003,3.5163,4.0062,3.015,3.0856,2.8905,50.4499,11.1283,8.3658,12.085,0.3398,0.0296,104.3544,5.5009,0.6014,2.8905,0.0175,0.0972,2.6839,0.3371,5.8684,106.5507,3.7355,3.6678,0.4407
26/04/2016,3.937,5.7047,4.4366,3.5492,4.0382,3.0348,3.1065,2.9068,50.7568,11.1904,8.3891,12.1738,0.3423,0.0298,104.9783,5.5333,0.6063,2.9068,0.0177,0.0985,2.7073,0.3397,5.8933,107.1847,3.7567,3.6832,0.4434
27/04/2016,3.9315,5.7341,4.4446,3.5397,4.0396,3.0031,3.1183,2.9113,50.6826,11.1881,8.3988,12.1511,0.3427,0.0298,104.8358,5.5359,0.6058,2.9114,0.0176,0.0979,2.7025,0.3392,5.9071,107.0349,3.7522,3.6919,0.4427
28/04/2016,3.917,5.6934,4.4374,3.5813,4.0344,2.9752,3.111,2.9041,50.4921,11.1532,8.3679,12.1138,0.3426,0.0297,104.4464,5.5202,0.6034,2.9036,0.0176,0.0967,2.7106,0.3365,5.8911,106.6445,3.7412,3.6819,0.4411
29/04/2016,3.9045,5.7174,4.4449,3.6377,4.0497,2.9871,3.1184,2.9038,50.3349,11.1653,8.3198,12.1029,0.3419,0.0296,104.1103,5.5189,0.603,2.9036,0.0175,0.0957,2.7226,0.3354,5.867,106.3042,3.725,3.6669,0.4397
03/05/2016,3.9225,5.7598,4.5234,3.6942,4.1103,3.0223,3.1357,2.9264,50.5539,11.2522,8.3511,12.1753,0.3448,0.0298,104.5916,5.5831,0.6058,2.9261,0.0176,0.0961,2.7652,0.3381,5.9176,106.7957,3.7432,3.6986,0.4417
04/05/2016,3.9765,5.7743,4.565,3.7061,4.1552,2.9786,3.1246,2.9362,51.2294,11.3291,8.4521,12.2952,0.3444,0.03,106.0301,5.6745,0.6119,2.9364,0.0178,0.0975,2.737,0.3428,5.9712,108.2645,3.7966,3.7321,0.4478
05/05/2016,4.003,5.8112,4.5986,3.7364,4.1789,2.9998,3.1191,2.9526,51.5847,11.4059,8.4787,12.3664,0.3435,0.0302,106.7396,5.6839,0.6155,2.9523,0.018,0.0984,2.7605,0.3448,6.0123,108.9815,3.8219,3.7576,0.4508
06/05/2016,4.0095,5.805,4.5716,3.7439,4.1399,2.961,3.1132,2.9476,51.6632,11.4244,8.4812,12.3807,0.3429,0.0303,106.9129,5.68,0.6162,2.9477,0.018,0.0985,2.7473,0.3453,6.0203,109.1585,3.8277,3.7627,0.4515
09/05/2016,4.0005,5.7723,4.5614,3.7278,4.1157,2.9486,3.0935,2.9353,51.5492,11.3877,8.4945,12.3529,0.3434,0.0301,106.6715,5.6703,0.6152,2.9355,0.0179,0.0981,2.7355,0.3446,6.0201,108.9194,3.8224,3.7625,0.4505
10/05/2016,4.059,5.8462,4.6187,3.7333,4.1774,2.9748,3.1312,2.9604,52.2979,11.5146,8.6592,12.48,0.3456,0.0305,108.2256,5.74,0.6227,2.9602,0.0182,0.0995,2.74,0.3502,6.0859,110.5061,3.8786,3.8038,0.4571
11/05/2016,4.0545,5.8567,4.6156,3.7267,4.1623,2.9801,3.1343,2.9587,52.242,11.509,8.6783,12.4558,0.3461,0.0305,108.1085,5.7233,0.6224,2.9586,0.0182,0.0996,2.7548,0.3489,6.0719,110.3866,3.8751,3.7949,0.4566
12/05/2016,4.0265,5.8145,4.5995,3.7075,4.1476,2.9542,3.1318,2.9443,51.8896,11.4198,8.6452,12.3812,0.3458,0.0303,107.3676,5.6909,0.6191,2.9446,0.0181,0.0987,2.7481,0.3465,6.0501,109.6213,3.8456,3.7813,0.4534
13/05/2016,4.0275,5.8147,4.5811,3.7029,4.1469,2.9435,3.134,2.9297,51.8894,11.39,8.6436,12.3558,0.3449,0.0303,107.3857,5.6907,0.6176,2.9295,0.018,0.0997,2.7411,0.3457,6.036,109.6485,3.8465,3.7725,0.4535
16/05/2016,4.0355,5.7978,4.5629,3.7035,4.1318,2.9419,3.1213,2.9422,51.9881,11.3997,8.6706,12.3561,0.3428,0.0303,107.599,5.694,0.6183,2.9428,0.0181,0.0997,2.7336,0.3479,6.0366,109.8723,3.8553,3.7729,0.4545
17/05/2016,4.014,5.8153,4.543,3.6849,4.1058,2.9497,3.1235,2.9368,51.7081,11.3554,8.6555,12.3035,0.3424,0.0302,107.03,5.6577,0.6157,2.9368,0.018,0.0985,2.7339,0.3437,6.0196,109.284,3.8335,3.7623,0.452
18/05/2016,4.035,5.8239,4.5543,3.6939,4.1069,2.9375,3.1184,2.9357,51.976,11.3311,8.6588,12.3606,0.3411,0.0303,107.59,5.6895,0.6177,2.9358,0.0181,0.0998,2.7373,0.3455,6.0291,109.8542,3.8535,3.7682,0.4544
19/05/2016,4.08,5.9468,4.5788,3.7086,4.1314,2.9427,3.1245,2.9561,52.5333,11.4382,8.6975,12.4436,0.3424,0.0302,108.7826,5.7453,0.6235,2.9555,0.0183,0.0999,2.7491,0.3487,6.0692,111.0809,3.895,3.7932,0.4595
20/05/2016,4.0795,5.954,4.5709,3.7075,4.1172,2.9491,3.1167,2.9557,52.5357,11.4272,8.7155,12.4691,0.3429,0.03,108.7475,5.7375,0.6231,2.9559,0.0183,0.101,2.759,0.3493,6.0554,111.0642,3.8964,3.7847,0.4594
23/05/2016,4.068,5.908,4.5708,3.7034,4.112,2.9501,3.1048,2.9521,52.3758,11.4254,8.7007,12.4598,0.344,0.03,108.428,5.7189,0.6214,2.9521,0.0182,0.0998,2.7662,0.3477,6.045,110.7542,3.883,3.7782,0.4581
24/05/2016,4.1185,5.9659,4.6152,3.7651,4.1546,2.9622,3.1291,2.9804,53.0212,11.5171,8.7838,12.5952,0.3457,0.0302,109.7813,5.7873,0.6285,2.9799,0.0184,0.102,2.7668,0.352,6.0898,112.1291,3.9323,3.806,0.4638
25/05/2016,4.106,5.9991,4.5807,3.7366,4.1408,2.9594,3.1344,2.9761,52.8664,11.5143,8.7791,12.5797,0.3468,0.0301,109.4831,5.7709,0.626,2.9762,0.0184,0.1015,2.7748,0.3503,6.0771,111.7857,3.9208,3.798,0.4624
26/05/2016,4.0825,6.006,4.5646,3.721,4.1285,2.9427,3.1452,2.965,52.5719,11.4645,8.7462,12.5419,0.3449,0.03,108.8449,5.7315,0.6226,2.965,0.0183,0.1008,2.7414,0.3468,6.0623,111.1489,3.8992,3.7889,0.4597
27/05/2016,4.0855,5.9944,4.5709,3.717,4.1278,2.951,3.1443,2.9725,52.6051,11.4632,8.7475,12.558,0.3464,0.0301,108.9394,5.7442,0.6229,2.9717,0.0182,0.1007,2.7569,0.3465,6.0909,111.2291,3.8984,3.8068,0.4601
30/05/2016,4.1095,6.0106,4.5632,3.7024,4.1308,2.9455,3.1423,2.9737,52.9026,11.4933,8.788,12.5923,0.3451,0.0301,109.5867,5.7773,0.6244,2.9738,0.0183,0.1005,2.7501,0.3483,6.1103,111.884,3.9232,3.8189,0.4681
31/05/2016,4.1195,6.0585,4.5937,3.7014,4.1536,2.985,3.164,2.9861,53.0303,11.5295,8.8151,12.6276,0.346,0.0302,109.8446,5.7913,0.6258,2.986,0.0184,0.1015,2.7728,0.3491,6.1364,112.1532,3.9299,3.8351,0.4639
01/06/2016,4.1345,5.9888,4.5992,3.7384,4.1588,3.0089,3.1641,2.9978,53.2059,11.5812,8.8552,12.6658,0.3462,0.0302,110.2533,5.8002,0.6271,2.9978,0.0184,0.1019,2.8082,0.3501,6.1507,112.5647,3.9446,3.8443,0.4656
02/06/2016,4.1625,6.0034,4.6657,3.8204,4.2165,3.013,3.1845,3.0276,53.5807,11.6859,8.9396,12.7684,0.3501,0.0304,110.9882,5.8392,0.6327,3.0271,0.0185,0.1025,2.8417,0.3513,6.1818,113.327,3.9751,3.8636,0.4688
03/06/2016,4.15,5.9835,4.6302,3.8131,4.1919,3.0029,3.1698,3.0159,53.3985,11.6696,8.9223,12.7305,0.3497,0.0305,110.6563,5.8305,0.6302,3.016,0.0185,0.1022,2.8332,0.3523,6.1744,112.9836,3.963,3.859,0.4673
06/06/2016,4.1055,5.9041,4.6554,3.8349,4.2013,3.0093,3.1657,3.015,52.8487,11.6089,8.8806,12.6752,0.3515,0.0306,109.4713,5.7569,0.6254,3.015,0.0184,0.1006,2.8406,0.3479,6.1326,111.7721,3.9205,3.8331,0.4623
07/06/2016,4.077,5.9023,4.628,3.781,4.1996,3.0037,3.177,3.0021,52.4859,11.5463,8.8199,12.6129,0.3506,0.0306,108.7041,5.7571,0.6204,3.002,0.0182,0.1005,2.8162,0.3455,6.0955,110.9992,3.8959,3.8097,0.4591
08/06/2016,4.0625,5.9144,4.6172,3.7895,4.2101,3.0264,3.1905,3.0024,52.3134,11.5314,8.8162,12.6212,0.3514,0.0307,108.3232,5.7474,0.6183,3.0024,0.0182,0.1001,2.8362,0.3443,6.0866,110.6074,3.8833,3.8042,0.4575
09/06/2016,4.0355,5.8533,4.6017,3.7833,4.2098,3.0141,3.1818,2.9931,51.9988,11.4939,8.7948,12.5431,0.3489,0.0305,107.6076,5.7137,0.615,2.9933,0.0181,0.0984,2.8781,0.342,6.063,109.8693,3.8626,3.7894,0.4545
10/06/2016,4.0705,5.8804,4.5993,3.8047,4.2212,3.0183,3.1968,3.0048,52.4431,11.5426,8.824,12.6201,0.3494,0.0306,108.5366,5.7556,0.6203,3.0045,0.0182,0.1003,2.8892,0.345,6.0876,110.8237,3.91,3.8047,0.4584
13/06/2016,4.0945,5.8138,4.6073,3.8564,4.2452,3.0238,3.1976,3.0128,52.7373,11.6222,8.8741,12.6335,0.3494,0.0307,109.1794,5.7789,0.6218,3.0129,0.0183,0.1009,2.8858,0.3476,6.1117,111.4726,3.924,3.8199,0.4611
14/06/2016,4.0925,5.8077,4.6221,3.8599,4.248,3.0244,3.1913,3.0215,52.7299,11.6397,8.8563,12.6308,0.3489,0.0308,109.1232,5.7623,0.6211,3.0216,0.0183,0.1001,2.8762,0.3474,6.0968,111.4182,3.9101,3.8105,0.4609
15/06/2016,4.101,5.7994,4.5972,3.8614,4.2559,3.022,3.19,3.0252,52.8496,11.611,8.8403,12.6344,0.3487,0.0306,109.3498,5.7665,0.6219,3.0248,0.0184,0.1012,2.8764,0.3484,6.1023,111.6541,3.9238,3.8143,0.4618
16/06/2016,4.096,5.8106,4.6137,3.9108,4.2671,3.0284,3.1651,3.0336,52.7852,11.6298,8.839,12.6553,0.3498,0.0307,109.2165,5.7598,0.6225,3.0336,0.0184,0.101,2.8971,0.348,6.0957,111.518,3.9168,3.8099,0.4613
17/06/2016,4.0985,5.8447,4.6143,3.9254,4.252,3.0276,3.1705,3.0374,52.812,11.6171,8.8235,12.6595,0.3491,0.0307,109.2832,5.7674,0.6223,3.0375,0.0184,0.1003,2.8882,0.3482,6.103,111.5861,3.9155,3.8143,0.4615
20/06/2016,4.077,5.9565,4.6378,3.8994,4.2546,3.0355,3.1757,3.0325,52.5444,11.5791,8.798,12.6458,0.3508,0.0307,108.7128,5.7513,0.6198,3.0324,0.0183,0.1006,2.8987,0.3455,6.0427,111.0007,3.894,3.7767,0.4591
21/06/2016,4.0555,5.9435,4.5947,3.8997,4.2194,3.0276,3.1715,3.0202,52.2599,11.518,8.746,12.5787,0.3506,0.0305,108.1366,5.7478,0.6168,3.0202,0.0182,0.1,2.8829,0.3422,6.0144,110.4108,3.8733,3.7589,0.4567
23/06/2016,4.02,5.9492,4.5609,3.8416,4.1927,3.0234,3.1389,3.0053,51.8171,11.4164,8.6433,12.5078,0.3489,0.0303,107.1929,5.6934,0.6114,3.0052,0.018,0.0991,2.887,0.3407,5.9675,109.4488,3.8394,3.7296,0.4527
24/06/2016,4.115,5.5318,4.5205,4.0811,4.2197,3.0208,3.1502,3.019,53.0273,11.6063,8.7619,12.6744,0.3494,0.0307,109.729,5.8509,0.6228,3.0423,0.0184,0.1014,2.8859,0.3481,6.0364,112.0353,3.9284,3.7729,0.4634
27/06/2016,4.109,5.5089,4.5318,4.0322,4.2217,3.0489,3.1482,3.0274,52.963,11.6303,8.7296,12.6315,0.3477,0.0307,109.5675,5.7447,0.619,3.0276,0.0184,0.1001,2.9059,0.35,6.0573,111.8719,3.9206,3.7859,0.4627
28/06/2016,4.0915,5.4446,4.5238,4.0091,4.188,3.0267,3.1444,3.0152,52.7347,11.5874,8.6896,12.6293,0.3488,0.0308,109.0937,5.6939,0.6155,3.0153,0.0183,0.1,2.8861,0.3461,6.0378,111.3955,3.9078,3.7736,0.4608
29/06/2016,4.0575,5.4052,4.4904,3.9614,4.139,3.0078,3.1164,3.0032,52.2958,11.5155,8.6357,12.5441,0.349,0.0308,108.1871,5.6618,0.61,3.0027,0.0182,0.0994,2.8758,0.3462,5.9814,110.4773,3.8772,3.7389,0.4621
30/06/2016,4.0225,5.391,4.4664,3.9145,4.1,2.9899,3.1043,2.9816,51.8457,11.4276,8.5599,12.4717,0.3489,0.0305,107.2539,5.6149,0.6054,2.9816,0.018,0.0985,2.8528,0.3432,5.9511,109.5169,3.8401,3.7194,0.453
01/07/2016,3.993,5.3243,4.4284,3.8829,4.088,2.9794,3.0834,2.9683,51.4641,11.3631,8.4994,12.3968,0.3485,0.0304,106.4673,5.5856,0.6002,2.9681,0.0179,0.0984,2.8548,0.341,5.9195,108.7152,3.8127,3.6996,0.4497
04/07/2016,3.995,5.3076,4.4496,3.8868,4.1044,2.9919,3.0979,2.9724,51.4972,11.4013,8.5322,12.4099,0.3485,0.0304,106.522,5.5769,0.5996,2.9723,0.0179,0.0985,2.8688,0.3417,5.9454,108.7697,3.8139,3.7159,0.4499
05/07/2016,4.0005,5.3015,4.4536,3.9153,4.1187,3.0074,3.1053,2.9697,51.5678,11.3877,8.528,12.4085,0.3472,0.0305,106.6686,5.5845,0.5999,2.9695,0.0179,0.0986,2.8828,0.3422,5.9385,108.9135,3.8191,3.7116,0.4505
08/07/2016,4.0425,5.2356,4.4795,4.027,4.1347,3.0327,3.1096,2.9969,52.1078,11.477,8.5869,12.5066,0.3486,0.0308,107.7512,5.6318,0.6045,2.9964,0.0181,0.0995,2.9381,0.3476,5.9911,110.0659,3.8599,3.7444,0.4552
11/07/2016,3.9855,5.1642,4.4058,3.9576,4.0573,3.0138,3.0559,2.9623,51.3751,11.3628,8.4672,12.3785,0.3479,0.0304,106.2234,5.5501,0.596,2.9625,0.0179,0.0982,2.9042,0.343,5.9403,108.511,3.8048,3.7126,0.4488
12/07/2016,4.0015,5.2266,4.4325,3.8802,4.0699,3.0337,3.0529,2.9631,51.578,11.3873,8.4384,12.4143,0.348,0.0304,106.6811,5.5606,0.5982,2.963,0.0179,0.0986,2.9047,0.3444,5.9582,108.9407,3.8159,3.7239,0.4506
13/07/2016,3.9865,5.3036,4.4099,3.8154,4.0321,3.0317,3.0512,2.9578,51.393,11.3277,8.4379,12.387,0.3478,0.0304,106.2953,5.549,0.5963,2.9578,0.0179,0.0983,2.897,0.3431,5.9367,108.5323,3.8025,3.7104,0.4489
14/07/2016,3.9595,5.2257,4.397,3.7837,4.0251,3.0161,3.0581,2.9394,51.0534,11.2678,8.403,12.3522,0.3474,0.0302,105.5782,5.5113,0.5921,2.9395,0.0178,0.0976,2.8635,0.3399,5.9128,107.7972,3.78,3.6955,0.4459
15/07/2016,3.9585,5.3289,4.4062,3.7314,4.0401,3.0283,3.0698,2.9465,51.0491,11.3149,8.4421,12.4005,0.3498,0.0303,105.5488,5.5071,0.5923,2.9466,0.0178,0.0976,2.8299,0.3369,5.9197,107.77,3.777,3.6999,0.4458
18/07/2016,3.9785,5.2616,4.4018,3.7691,4.0455,3.0217,3.0729,2.9496,51.309,11.3899,8.4947,12.4445,0.3501,0.0304,106.0792,5.5457,0.5939,2.9497,0.0178,0.0981,2.8231,0.3409,5.9261,108.3145,3.7981,3.7039,0.4531
19/07/2016,3.9865,5.2737,4.4162,3.7649,4.0579,3.0028,3.0714,2.9511,51.4072,11.4128,8.5127,12.4563,0.3503,0.0305,106.2939,5.5366,0.5951,2.9512,0.0179,0.0982,2.8049,0.3373,5.9343,108.5323,3.803,3.7089,0.4489
20/07/2016,4.02,5.2588,4.4256,3.7932,4.0765,3.0148,3.0866,2.9664,51.8379,11.4726,8.5477,12.5543,0.3528,0.0307,107.1929,5.5797,0.6011,2.9664,0.018,0.099,2.8349,0.3439,5.9855,109.4458,3.835,3.7409,0.4527
